,File,Abnormal,Result,R-R Interval,R Height,R_Onset-Rpeak,Q-Q Interval,Q Height,P_Onset-P_Offset,P Height,P-P Interval,P_Onset-Ppeak
28105,116,0,N,260,1106,44,261,794,30,854,260,9
25265,115,0,N,320,1341,33,324,884,22,930,317,18
52076,209,0,N,227,1262,21,223,992,18,1012,217,10
49833,209,0,N,205,1245,15,195,985,43,1039,208,12
51220,209,0,N,233,1235,18,245,973,36,1001,233,23
32840,119,0,N,319,1257,18,320,808,28,843,318,13
79962,233,0,N,213,1310,21,210,946,41,999,213,23
2086,100,0,N,253,1204,18,254,906,44,971,253,30
80180,233,0,N,209,1400,42,211,998,38,1075,208,18
46816,205,0,N,266,1183,16,266,946,38,967,270,16
18237,111,1,N,308,1182,15,294,976,46,1006,304,18
54266,212,0,N,226,1282,45,224,940,35,998,227,18
46140,205,0,N,248,1175,16,248,941,37,969,250,17
30544,118,1,N,284,1102,27,281,854,18,918,284,5
83016,234,0,N,232,1377,40,226,984,36,1034,234,18
74151,230,0,N,125,1280,20,158,962,37,997,116,17
62195,215,0,N,185,1163,15,158,963,32,994,186,19
7249,103,0,N,332,1344,19,332,955,50,1003,331,19
77070,231,1,N,342,1320,17,341,946,39,1014,335,21
21990,112,0,N,263,989,60,262,834,43,876,257,18
31618,119,0,N,341,1270,22,351,812,35,898,345,20
66113,221,0,N,306,1310,23,312,967,32,978,303,9
61855,215,0,N,186,1183,17,194,929,22,994,188,17
64714,220,0,N,323,1309,33,324,898,33,928,328,15
17527,109,1,N,248,1506,26,251,931,13,979,251,7
67370,222,0,N,95,1127,15,105,944,21,1005,43,15
56977,213,0,N,203,1459,21,211,897,28,973,202,16
65881,221,0,N,222,1263,31,156,973,14,988,269,7
37134,122,0,N,271,1187,24,270,773,38,875,269,17
496,100,0,N,255,1163,18,256,904,22,972,254,5
36244,122,0,N,282,1182,23,282,797,39,884,278,13
10243,105,0,N,255,1270,19,259,954,34,1026,254,19
59529,214,1,N,310,1401,25,322,956,48,975,310,28
60956,215,0,N,199,1194,18,216,950,29,984,193,9
32114,119,0,N,324,1252,21,337,775,34,858,323,18
31217,118,1,N,293,1122,27,292,854,28,917,287,21
28340,116,0,N,265,1014,42,265,731,47,779,267,27
72043,228,0,N,325,1196,24,324,972,40,1008,331,23
70072,223,0,N,252,1309,54,245,898,49,939,253,30
59196,214,1,N,275,1382,25,274,967,42,988,281,24
64565,220,0,N,306,1329,38,304,888,34,920,304,16
52663,210,0,N,245,1245,22,257,999,49,1013,210,33
2613,101,0,N,364,1303,19,365,932,48,982,364,22
70668,223,0,N,308,1336,25,291,901,47,948,310,27
27869,116,0,N,272,1295,24,277,685,30,734,270,9
13981,107,1,Q,291,1572,27,272,994,50,1088,249,16
37845,123,0,N,479,1227,29,481,850,43,907,482,21
16980,109,1,N,260,1288,27,259,962,39,1008,257,12
69658,223,1,V,178,1066,38,106,870,37,936,169,31
24416,115,0,N,305,1304,21,302,851,20,902,303,17
48387,208,1,V,189,1239,24,140,982,16,988,185,9
32798,119,0,N,323,1259,23,331,813,33,895,326,19
75987,231,1,N,316,1311,17,315,957,30,1025,309,12
40716,200,0,N,264,1220,21,264,985,24,1001,268,18
39039,123,0,N,435,1257,70,433,837,44,890,431,19
69649,223,0,N,250,1299,27,249,922,47,957,246,28
78552,232,1,S,264,1159,23,336,963,32,977,251,14
35822,122,0,N,253,1191,23,252,794,40,873,254,16
67254,222,1,N,365,1168,14,349,960,21,984,356,10
78099,232,1,S,267,1105,26,264,979,33,1011,291,18
41022,201,0,N,227,1205,23,213,977,26,989,199,12
41296,201,0,N,213,1194,37,240,975,19,985,227,13
58148,213,0,N,198,1443,19,199,926,26,994,200,12
44943,205,0,N,246,1186,23,246,951,26,980,250,8
72321,228,0,N,419,1162,23,427,915,25,999,420,11
31942,119,0,N,318,1298,22,317,835,34,916,319,19
79237,233,0,N,215,1367,21,210,988,41,1054,214,21
80667,234,0,N,230,1326,25,229,965,36,1021,229,17
80147,233,0,N,203,1390,41,203,1033,41,1094,201,21
60834,215,0,N,186,1148,17,203,956,19,990,169,11
52261,209,0,N,249,1257,18,248,954,17,987,234,13
41146,201,0,N,255,1197,32,244,968,28,979,317,14
80304,233,0,N,215,1394,42,222,1019,41,1075,215,23
2557,101,0,N,338,1339,19,338,930,42,979,342,21
67836,222,1,S,155,1180,14,173,951,29,1053,97,15
62364,215,0,N,207,1185,19,200,975,45,1004,201,24
37910,123,0,N,407,1246,28,408,820,43,872,408,19
76176,231,0,N,355,1382,18,376,973,36,1047,386,17
30882,118,1,N,311,1135,22,299,879,20,940,320,6
77981,232,1,S,277,1063,23,230,957,12,965,313,7
29798,118,1,N,246,1154,24,246,824,28,906,247,20
82170,234,0,N,239,1332,45,239,977,37,1033,241,19
37656,123,0,N,445,1222,29,447,828,45,876,450,21
13700,107,1,Q,321,1299,23,279,879,26,988,265,19
20156,112,0,N,248,1015,19,244,849,35,881,248,23
54318,212,1,N,219,1221,48,216,969,34,1026,218,18
82640,234,0,N,239,1354,38,235,1025,40,1079,240,17
39014,123,0,N,425,1273,68,431,840,48,893,426,18
65460,220,0,N,312,1304,29,313,883,35,918,311,16
20683,112,0,N,254,1009,45,254,842,50,874,251,20
7592,103,0,N,324,1332,20,324,922,32,977,322,21
21312,112,0,N,255,1040,51,253,878,39,913,253,20
26376,116,0,N,268,1532,42,273,788,42,837,271,23
49088,208,1,V,204,1254,35,157,939,13,948,194,9
33547,119,0,N,354,1252,17,338,794,34,859,355,20
2353,101,0,N,327,1269,19,327,957,31,993,327,13
65183,220,0,N,334,1317,26,333,900,24,925,331,15
8566,104,1,Q,277,1038,17,275,949,9,954,329,3
19551,111,1,N,292,1149,12,303,967,43,996,296,19
74455,230,0,N,291,1273,19,291,955,38,999,294,17
29600,118,1,N,291,1128,23,294,848,27,919,291,19
61658,215,0,N,182,1192,14,181,967,31,989,179,9
38318,123,0,N,402,1263,72,397,822,43,874,401,21
70890,228,0,N,289,1145,23,290,947,31,1004,286,19
70378,223,1,V,187,1072,18,193,899,47,914,185,41
10826,105,0,N,230,1240,26,256,1067,49,1296,214,16
13883,107,1,Q,302,1240,28,275,825,54,936,290,16
34795,121,0,N,318,1050,24,327,868,40,915,326,23
28071,116,0,N,267,1068,43,267,781,43,842,268,23
6905,103,0,N,253,1534,19,253,1092,46,1146,253,18
22390,114,0,N,358,932,10,365,1001,27,1023,360,16
43642,203,0,N,131,1160,20,146,925,57,1270,126,36
20436,112,0,N,255,1005,18,251,846,40,883,250,19
43271,203,0,N,132,1158,19,182,915,53,1001,112,31
27778,116,0,N,262,1403,48,266,802,26,856,259,7
12035,106,0,N,384,1475,19,385,930,34,1028,385,16
59686,214,1,V,189,1292,25,205,950,68,986,169,25
81058,234,0,N,241,1346,41,241,1011,38,1063,243,19
35493,122,0,N,254,1187,24,254,821,38,892,257,18
47537,208,1,F,219,1405,14,209,993,30,1024,223,16
57941,213,0,N,205,1430,20,204,871,30,952,205,17
19363,111,1,N,294,1090,17,293,946,36,993,293,13
74349,230,0,N,281,1269,21,285,931,40,979,281,19
59680,214,1,N,292,1422,57,288,965,45,990,298,27
29757,118,1,N,253,1117,28,265,824,26,884,254,18
78796,232,1,S,271,1108,29,266,947,14,959,289,6
33928,121,0,N,360,1025,24,358,843,25,857,361,6
18860,111,1,N,296,1139,11,294,915,41,950,301,19
13255,106,1,V,175,1242,70,156,1028,79,1100,135,46
60770,215,0,N,185,1153,19,197,976,28,1001,184,17
45563,205,0,N,240,1217,17,241,941,25,971,240,17
81714,234,0,N,242,1320,18,243,946,41,1000,240,22
56862,213,0,N,199,1451,20,214,951,29,1026,202,16
36105,122,0,N,263,1188,23,263,814,47,911,264,19
17523,109,1,N,277,1525,27,279,936,14,979,267,7
72856,230,0,N,280,1286,21,287,999,36,1050,279,16
36981,122,0,N,245,1214,24,243,813,45,907,243,21
16246,109,1,N,259,1302,27,268,965,14,1009,263,11
51733,209,0,N,225,1214,16,209,940,44,969,232,16
28640,117,0,N,414,880,58,419,837,44,874,417,22
59062,214,1,N,268,1424,57,267,974,26,989,266,8
33798,121,0,N,353,989,41,356,809,32,823,349,27
45140,205,0,N,235,1207,18,235,929,36,960,237,16
17367,109,1,N,268,1342,29,225,968,33,1013,266,17
57583,213,0,N,201,1485,20,200,981,30,1066,199,16
9329,105,0,N,265,1272,20,267,947,36,1003,266,21
17104,109,1,V,232,1139,48,282,937,54,1011,269,12
67825,222,1,S,153,1202,21,134,925,22,987,141,11
36565,122,0,N,263,1176,23,264,778,38,874,263,18
26830,116,1,V,178,1556,45,151,781,56,942,131,33
78399,232,1,S,243,1101,17,263,968,13,984,259,8
59105,214,1,N,76,1374,29,63,994,28,1037,93,14
42963,202,1,S,143,1138,43,142,994,63,1037,211,42
40534,200,0,N,200,1220,17,210,1012,23,1039,207,12
81800,234,0,N,236,1353,43,235,1001,32,1060,232,12
7292,103,0,N,334,1334,19,334,928,50,974,331,20
36921,122,0,N,263,1209,23,263,801,43,887,263,20
12372,106,0,N,361,1310,37,355,971,36,1016,361,19
39614,124,1,N,353,1299,19,350,858,32,888,358,26
69605,223,0,N,245,1335,51,243,924,37,960,244,19
38785,123,0,N,436,1301,65,444,859,45,916,439,19
2175,100,0,N,274,1267,19,272,921,57,971,273,17
66859,222,0,N,340,1158,13,336,998,31,1042,339,14
1457,100,0,N,291,1253,19,291,925,23,990,287,17
11913,106,0,N,414,1427,19,414,973,31,1059,412,14
45969,205,0,N,242,1189,18,242,921,35,958,240,13
75489,231,1,N,359,1305,17,360,952,36,1014,359,19
58830,213,0,N,205,1463,17,193,902,26,968,207,13
69727,223,0,N,249,1344,29,244,914,47,954,249,28
18327,111,1,N,292,1167,16,292,1036,39,1069,294,18
54197,212,1,N,253,1266,21,260,920,31,1009,254,19
31403,118,1,N,254,1127,29,271,838,25,897,260,16
4108,101,0,N,375,1302,18,375,955,41,991,377,10
35238,122,0,N,249,1127,25,248,772,37,853,248,15
60289,215,0,N,185,1136,25,208,935,31,964,188,19
64575,220,0,N,297,1321,37,295,895,34,930,295,16
38562,123,0,N,424,1208,30,432,816,45,861,427,20
34906,121,0,N,263,1140,45,263,983,37,1024,262,16
55561,212,1,N,237,1235,46,237,921,36,988,241,19
80861,234,0,N,238,1334,24,236,953,36,1019,235,17
29735,118,1,N,256,1112,20,267,849,34,913,257,24
69695,223,0,N,245,1349,52,247,926,42,958,243,24
24710,115,0,N,356,1310,25,359,880,45,925,353,18
42999,202,0,N,231,1320,30,200,968,56,984,211,23
35327,122,0,N,248,1168,23,248,794,44,873,249,19
73471,230,0,N,338,1309,56,338,944,36,975,339,17
9102,105,0,N,263,1268,21,262,948,37,1002,262,21
18658,111,1,N,299,1139,13,304,967,42,991,296,19
28119,116,0,N,265,1252,21,275,813,45,870,266,26
19643,111,1,N,312,1165,11,322,952,53,984,313,21
21130,112,0,N,249,960,17,239,792,38,825,245,21
25629,115,0,N,397,1341,23,397,911,50,940,398,19
52812,210,0,N,258,1163,20,253,997,22,1009,264,17
66780,222,0,N,318,1214,14,316,1024,38,1051,315,20
13192,106,0,N,370,1416,18,369,935,32,1012,367,15
12783,106,0,N,296,1173,37,299,927,37,963,297,22
41566,201,0,N,437,1195,26,422,973,43,998,443,23
42903,202,0,N,173,1343,27,174,957,28,983,122,13
2280,101,0,N,323,1267,19,323,965,30,1006,324,12
35488,122,0,N,253,1183,25,253,810,45,887,253,20
16054,109,1,N,267,1338,28,269,974,22,1027,271,3
22398,114,0,N,390,911,11,398,987,29,1006,394,17
67106,222,0,N,174,1124,18,188,967,44,1032,149,15
46194,205,0,N,258,1184,16,259,952,35,973,258,14
18027,111,1,N,317,1108,16,317,981,47,995,324,21
7070,103,0,N,329,1303,19,330,890,51,943,333,20
29289,118,1,N,287,1073,64,281,829,19,885,296,5
18215,111,1,N,311,1080,14,356,934,45,924,317,20
75248,231,1,N,333,1306,17,334,920,38,994,334,19
77811,232,1,S,251,1133,17,263,979,15,991,269,8
50656,209,0,N,219,1205,41,214,944,34,981,232,7
67589,222,0,N,198,1188,15,200,1005,29,1016,205,15
27256,116,0,N,284,1438,19,285,753,33,806,284,13
23549,114,0,N,313,1026,7,289,971,18,988,308,8
56630,213,0,N,197,1419,26,197,906,28,994,193,14
17458,109,1,N,253,1285,25,254,962,33,1011,249,11
59865,214,1,N,264,1352,33,260,985,38,1006,269,18
83027,234,0,N,241,1359,19,242,985,35,1038,241,16
24178,115,0,N,332,1351,20,335,888,45,924,326,17
9781,105,0,N,249,1248,21,247,936,33,1003,246,18
55216,212,1,N,245,1371,48,249,1033,34,1102,248,18
45374,205,0,N,225,1192,21,224,942,27,979,227,7
41104,201,0,N,204,1166,27,262,969,43,993,196,16
41761,201,0,N,434,1211,32,432,968,52,998,428,24
72954,230,0,N,290,1435,29,251,972,33,995,298,20
3938,101,0,N,372,1252,17,373,921,34,966,370,10
54683,212,0,N,232,1267,48,236,931,33,999,232,18
5137,102,1,Q,295,1178,29,303,960,14,966,336,5
48829,208,0,N,211,1307,16,210,953,35,1001,215,13
52542,210,0,N,266,1240,23,228,1000,55,1025,220,29
11854,106,1,V,162,1235,63,163,1045,65,1132,177,35
1549,100,1,S,217,1206,18,217,911,47,980,217,18
5090,102,1,Q,308,1173,30,297,943,34,963,246,6
20616,112,0,N,246,1032,18,250,863,43,900,245,22
75517,231,0,N,370,1321,18,384,953,31,1011,443,15
49083,208,1,V,210,1227,11,162,937,26,949,210,22
56586,213,1,S,150,1491,46,148,963,68,1122,137,30
9165,105,0,N,264,1267,20,265,964,35,1015,264,21
36371,122,0,N,253,1185,26,251,810,37,890,251,18
22645,114,0,N,376,896,9,373,971,30,997,380,18
81761,234,0,N,235,1361,24,233,986,36,1037,231,16
8177,104,0,N,293,1229,25,277,950,37,965,254,22
74224,230,0,N,266,1329,19,267,953,39,1001,267,17
66409,222,0,N,323,1214,15,321,1018,27,1045,323,10
68174,222,0,N,169,1157,16,170,948,31,984,202,18
32588,119,0,N,345,1278,19,330,807,35,892,348,19
15349,109,1,N,268,1313,28,265,959,43,1015,262,11
50115,209,0,N,226,1233,18,210,960,32,996,227,15
38314,123,0,N,424,1201,31,430,817,40,872,429,18
7144,103,0,N,341,1319,19,341,924,32,974,335,21
57913,213,0,N,205,1484,19,204,931,28,1010,204,15
7637,103,0,N,307,1398,18,308,934,46,991,309,19
80850,234,0,N,235,1274,47,235,947,34,999,233,18
51914,209,0,N,260,1243,17,259,962,31,987,262,19
32687,119,0,N,323,1302,17,333,838,33,919,323,18
56714,213,0,N,193,1476,21,193,946,28,1022,194,14
20912,112,0,N,248,1044,52,244,864,25,903,261,6
4976,102,1,Q,286,1178,29,277,964,12,978,291,3
13390,106,0,N,413,1205,36,412,986,34,1009,413,20
28058,116,0,N,260,1180,20,254,777,44,838,259,24
17428,109,1,N,257,1341,26,261,968,41,1015,261,26
7030,103,0,N,278,1513,19,238,1008,16,1018,288,8
10472,105,0,N,262,1310,23,267,985,34,1046,268,20
82347,234,0,N,237,1308,43,237,953,40,1005,239,22
40958,200,0,N,172,1203,21,174,986,15,1030,171,10
31087,118,1,N,308,1051,21,299,829,23,892,314,18
18150,111,1,N,327,1104,14,327,982,46,965,322,20
10138,105,0,N,282,1294,21,276,958,37,1013,279,22
19165,111,1,N,305,995,16,305,871,51,949,315,17
6447,103,0,N,327,1384,19,329,918,50,979,330,19
45531,205,0,N,241,1217,18,240,939,43,973,240,18
66185,221,1,V,174,1274,64,169,978,54,996,177,37
48851,208,1,V,203,1273,46,193,943,22,956,194,6
25292,115,0,N,348,1395,24,348,928,38,957,347,20
14856,108,0,N,351,1032,12,367,1104,31,1141,346,15
4007,101,0,N,374,1265,18,373,940,37,977,371,10
68549,222,0,N,160,1139,15,158,892,39,928,192,15
80047,233,0,N,218,1306,21,223,949,34,1018,214,16
21644,112,0,N,257,1033,21,260,875,42,915,256,17
20366,112,0,N,254,1031,20,253,862,44,894,255,21
65759,220,0,N,317,1277,36,315,900,35,932,315,16
36090,122,0,N,247,1180,24,246,793,43,877,247,20
69897,223,0,N,251,1251,48,254,914,44,946,252,25
27031,116,0,N,270,1533,23,277,793,27,850,268,8
50608,209,0,N,217,1243,16,213,965,49,992,221,26
10576,105,0,N,262,1269,21,259,950,36,1004,260,20
34820,121,0,N,275,1033,27,271,923,32,954,273,13
40128,200,0,N,245,1258,25,248,1011,19,1029,207,10
53705,212,1,N,220,1192,26,223,890,34,950,222,21
17419,109,1,N,260,1341,24,262,962,34,1008,264,19
15275,109,1,N,226,1143,31,223,933,29,1010,225,8
59642,214,1,N,362,1438,23,342,968,54,999,359,40
19980,112,0,N,259,1012,21,271,840,27,879,254,6
55471,212,1,N,243,1280,49,247,966,35,1049,246,18
40602,200,0,N,267,1219,25,268,980,35,1006,285,20
50191,209,0,N,225,1224,17,237,948,32,977,218,14
54388,212,0,N,233,1323,47,234,946,33,1016,235,18
81296,234,0,N,237,1361,46,236,998,38,1053,235,19
17909,111,1,N,326,1193,13,317,962,50,988,312,21
62518,215,0,N,178,1196,16,166,985,31,1009,181,14
3511,101,0,N,371,1332,18,371,943,54,978,370,24
36385,122,0,N,265,1216,23,265,799,46,892,270,23
82210,234,0,N,237,1346,47,237,990,36,1050,236,18
24118,114,0,N,278,1099,31,274,994,31,1018,272,21
52501,210,0,N,270,1208,35,267,970,19,982,314,11
74101,230,0,N,280,1332,28,275,951,34,982,274,14
68464,222,0,N,271,1132,28,297,1002,45,1032,237,16
1814,100,0,N,267,1230,18,267,937,40,1005,276,28
18667,111,1,N,307,1069,12,277,943,44,969,300,19
22753,114,0,N,392,903,11,420,885,31,996,386,20
24220,115,0,N,381,1219,35,386,807,55,839,382,17
24470,115,0,N,335,1287,37,336,863,25,905,328,21
23754,114,0,N,313,895,9,313,986,26,1018,309,16
9911,105,0,N,274,1271,21,273,962,37,1015,274,21
28680,117,0,N,436,776,6,422,829,41,865,434,20
74042,230,0,N,303,1229,19,311,950,37,989,303,16
35826,122,0,N,253,1172,25,254,776,38,861,252,16
62832,215,0,N,202,1174,16,212,951,36,982,211,17
75972,231,1,N,343,1294,18,343,925,41,993,335,22
72269,228,0,N,316,1233,24,315,1011,14,1073,299,9
25439,115,0,N,309,1345,32,312,896,48,938,309,17
44470,205,0,N,234,1188,18,234,928,45,962,233,21
54429,212,1,N,218,1250,44,220,951,33,1027,221,17
59230,214,1,N,296,1348,25,298,961,44,991,296,20
38238,123,0,N,489,1261,28,481,840,44,901,491,22
51611,209,0,N,224,1219,18,224,948,29,978,226,14
31718,119,0,N,314,1267,20,314,816,35,899,314,19
11709,106,0,N,330,1213,35,329,1003,33,1032,331,20
37420,122,0,N,284,1210,24,283,799,44,896,284,18
62555,215,0,N,182,1177,21,162,972,18,1009,188,11
64637,220,0,N,349,1339,34,351,903,31,932,351,14
16850,109,1,N,278,1297,27,279,946,22,992,275,6
47986,208,1,F,226,1396,46,218,947,35,980,227,21
56922,213,0,N,199,1457,20,211,941,31,1022,195,16
34130,121,0,N,372,1029,23,374,847,14,859,382,4
38749,123,0,N,404,1256,31,409,836,42,895,404,19
14197,108,0,N,394,1140,27,407,977,37,1031,395,22
56877,213,1,F,197,1520,46,202,844,26,955,200,12
11452,105,0,N,234,1270,18,249,990,33,1067,241,20
55579,212,1,N,235,1266,46,233,947,33,1009,237,18
75783,231,0,N,367,1352,18,387,962,39,1020,401,18
78756,232,1,S,266,1112,22,286,986,14,995,290,7
37735,123,0,N,476,1280,30,480,840,45,906,475,22
36553,122,0,N,258,1217,23,259,819,42,916,258,18
15549,109,1,N,244,1254,26,247,952,36,1002,250,9
81115,234,0,N,231,1321,20,232,978,38,1036,234,18
76427,231,1,N,311,1272,18,311,927,35,998,309,16
11861,106,0,N,446,1197,32,479,1011,31,1034,509,17
22717,114,0,N,378,896,11,389,960,25,984,377,13
78936,233,0,N,209,1362,40,214,954,42,1027,206,20
51002,209,0,N,238,1283,17,238,986,37,1023,239,18
1712,100,0,N,303,1203,19,303,894,29,971,302,20
62083,215,0,N,196,1165,16,204,949,33,977,196,12
32155,119,1,V,186,1464,27,156,862,62,970,165,40
80885,234,0,N,233,1302,24,232,956,38,1015,231,20
59108,214,1,N,296,1418,29,295,1002,39,1023,298,19
33752,121,0,N,358,901,55,362,730,17,817,318,9
36842,122,0,N,269,1198,24,269,803,39,896,267,18
58956,213,0,N,201,1430,20,200,883,30,953,199,16
21963,112,0,N,260,1016,27,264,862,38,895,257,13
1592,100,0,N,296,1252,18,297,923,19,999,307,6
14875,108,0,N,351,1098,38,350,942,37,1006,351,20
70748,223,0,N,244,1306,49,249,919,39,957,248,21
71866,228,0,N,325,1199,25,322,984,69,1000,315,36
37445,122,0,N,281,1199,24,280,792,39,883,283,19
19511,111,1,N,310,1101,16,310,955,43,969,305,17
6628,103,0,N,298,1388,18,299,949,47,987,303,18
33116,119,1,V,194,1444,29,159,858,66,953,160,45
26675,116,0,N,259,1489,36,264,778,31,810,265,13
44511,205,0,N,244,1180,20,230,932,38,960,246,16
45039,205,0,N,238,1149,19,238,948,42,972,235,19
57644,213,0,N,201,1406,24,199,880,33,950,198,17
54035,212,1,N,231,1239,47,231,950,35,1025,228,19
60876,215,0,N,185,1172,15,176,970,29,1001,183,9
4992,102,1,Q,297,1178,27,296,950,26,954,328,2
71896,228,0,N,320,1155,24,320,941,37,986,325,9
62175,215,0,N,187,1167,24,190,949,36,979,186,17
72967,230,0,N,273,1307,27,275,940,41,1000,272,17
10680,105,0,N,248,1265,49,251,943,36,1003,252,21
48686,208,1,V,196,1490,45,186,1103,18,1153,194,8
12251,106,0,N,372,1291,38,373,961,31,1019,373,15
24296,115,0,N,358,1279,28,359,906,42,945,359,20
3783,101,0,N,368,1308,18,367,951,37,986,366,12
19594,111,1,N,291,1076,15,291,978,46,1001,293,20
15197,108,0,N,343,936,11,321,1034,41,1089,336,26
9,100,0,N,292,1209,19,293,919,23,981,295,17
13010,106,0,N,371,1262,35,373,960,31,1001,371,16
35946,122,0,N,280,1160,24,280,766,50,864,276,22
26014,115,0,N,430,1353,35,433,908,47,941,422,29
71183,228,0,N,279,1181,26,277,1024,28,1045,264,11
25383,115,0,N,385,1326,37,385,859,39,885,383,18
65972,221,0,N,335,1303,25,256,964,27,985,384,15
44235,203,0,N,169,1183,17,202,964,19,1047,161,4
51969,209,0,N,221,1256,23,220,957,18,981,220,9
644,100,0,N,294,1211,20,294,926,52,998,304,35
31438,118,1,N,247,1193,19,243,825,24,922,254,17
59475,214,1,N,290,1383,23,289,967,41,989,288,17
29112,117,0,N,412,862,57,409,819,39,866,417,19
26547,116,0,N,272,1503,20,275,781,26,838,277,7
56490,213,0,N,199,1460,19,191,923,27,994,199,14
38163,123,0,N,490,1198,22,493,813,44,874,493,20
15380,109,1,N,248,1306,26,247,963,39,1006,252,22
49801,209,0,N,198,1253,19,212,994,27,1057,198,6
66598,222,0,N,304,1139,43,304,1005,36,1048,303,18
57135,213,0,N,197,1466,20,198,949,29,1039,196,15
45091,205,0,N,230,1144,17,230,936,40,966,229,18
66102,221,0,N,49,1330,24,0,992,19,1017,0,13
8727,104,1,Q,285,1127,18,283,973,21,980,272,6
25739,115,0,N,273,1300,22,275,911,19,970,274,5
30869,118,1,N,300,1112,22,299,889,29,943,300,23
62708,215,0,N,198,1163,17,213,958,41,985,197,19
13106,106,0,N,384,1431,19,383,943,31,1016,381,13
30134,118,1,N,316,1157,24,317,843,21,937,294,11
31845,119,0,N,470,1296,21,506,840,34,929,502,19
64228,219,0,N,490,1500,22,538,1123,29,1159,476,20
2283,101,0,N,313,1255,19,313,967,35,1001,311,12
9266,105,0,N,254,1261,20,246,950,37,1006,254,24
39760,124,1,N,356,1256,45,361,846,20,874,358,5
21682,112,0,N,260,984,22,253,831,18,870,255,14
22758,114,0,N,383,916,11,414,888,31,979,384,19
51443,209,0,N,221,1188,17,221,909,46,941,218,20
30920,118,1,N,306,1067,23,300,817,25,893,306,20
66258,221,1,V,167,1213,59,211,996,43,1015,175,23
55402,212,1,N,262,1273,48,263,944,37,1016,263,20
82879,234,0,N,245,1292,19,246,898,33,952,245,15
14900,108,0,N,315,1083,26,314,932,37,1007,327,21
59847,214,1,N,262,1373,54,264,957,36,980,263,16
58122,213,0,N,203,1428,19,204,857,29,941,204,15
25381,115,0,N,316,1318,18,314,831,39,873,314,22
66105,221,1,V,197,1298,34,204,1000,54,1037,190,42
23392,114,0,N,326,1008,10,345,1006,27,1018,323,13
34566,121,0,N,366,1034,28,370,848,11,867,370,4
23881,114,0,N,302,1125,5,319,1013,25,1038,360,16
29833,118,1,N,252,1104,32,252,829,30,894,252,21
74576,230,0,N,282,1287,22,285,934,36,978,282,13
42041,201,0,N,537,1183,47,557,995,50,1008,577,27
10858,105,0,N,242,1246,51,253,959,36,1003,245,19
3355,101,0,N,360,1312,17,360,962,35,1005,364,12
59240,214,1,N,267,1398,24,266,991,39,1023,267,21
60984,215,0,N,175,1188,18,168,956,22,973,175,12
80283,233,0,N,210,1384,40,210,992,39,1056,212,20
78547,232,1,N,924,1198,19,925,1003,37,1022,927,22
42688,202,0,N,384,1302,28,384,1068,41,1099,382,17
81862,234,1,S,155,1284,19,154,965,25,991,158,18
44863,205,0,N,228,1180,18,227,917,29,948,228,7
82416,234,0,N,245,1338,46,246,978,41,1037,246,21
66486,222,0,N,283,1180,15,284,972,32,1034,283,16
12597,106,0,N,397,1404,33,437,986,33,1047,453,17
